test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
YLR018C	YLR018C	POM34	chrXII:178705-179605	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR019W	YLR019W	PSR2	chrXII:180286-181480	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR020C	YLR020C	YEH2	chrXII:181787-183404	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR021W	YLR021W	IRC25	chrXII:183621-184161	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR022C	YLR022C	SDO1	chrXII:184172-184925	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR023C	YLR023C	IZH3	chrXII:185496-187128	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR024C	YLR024C	UBR2	chrXII:187663-193282	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR025W	YLR025W	SNF7	chrXII:194452-195175	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR026C	YLR026C	SED5	chrXII:195450-196473	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR027C	YLR027C	AAT2	chrXII:196829-198086	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR028C	YLR028C	ADE16	chrXII:199540-201316	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR029C	YLR029C	RPL15A	chrXII:201976-202591	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR030W	YLR030W	YLR030W	chrXII:203290-204082	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR031W	YLR031W	YLR031W	chrXII:204225-204786	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR032W	YLR032W	RAD5	chrXII:204991-208501	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR033W	YLR033W	RSC58	chrXII:208761-210270	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR034C	YLR034C	SMF3	chrXII:210512-211934	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR035C	YLR035C	MLH2	chrXII:212369-214457	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR035C-A	YLR035C-A	YLR035C-A	chrXII:215440-218908	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR036C	YLR036C	YLR036C	chrXII:221521-222133	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR037C	YLR037C	PAU23	chrXII:222685-223060	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR038C	YLR038C	COX12	chrXII:224921-225173	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR039C	YLR039C	RIC1	chrXII:225426-228597	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR040C	YLR040C	YLR040C	chrXII:228908-229698	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR041W	YLR041W	YLR041W	chrXII:228908-229698	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR042C	YLR042C	YLR042C	chrXII:229966-230452	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR043C	YLR043C	TRX1	chrXII:231702-232014	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR044C	YLR044C	PDC1	chrXII:232390-234082	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR045C	YLR045C	STU2	chrXII:235037-237704	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR046C	YLR046C	YLR046C	chrXII:238001-238814	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR047C	YLR047C	FRE8	chrXII:239347-241408	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR048W	YLR048W	RPS0B	chrXII:242232-243350	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR049C	YLR049C	YLR049C	chrXII:243886-245173	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR050C	YLR050C	YLR050C	chrXII:245587-246073	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR051C	YLR051C	FCF2	chrXII:246324-246978	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR052W	YLR052W	IES3	chrXII:247201-247954	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR053C	YLR053C	YLR053C	chrXII:248100-248427	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR054C	YLR054C	OSW2	chrXII:248717-250979	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR055C	YLR055C	SPT8	chrXII:251272-253081	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR056W	YLR056W	ERG3	chrXII:253861-254959	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR057W	YLR057W	YLR057W	chrXII:255306-257856	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR058C	YLR058C	SHM2	chrXII:257992-259402	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR059C	YLR059C	REX2	chrXII:259738-260548	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR060W	YLR060W	FRS1	chrXII:260979-262767	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR061W	YLR061W	RPL22A	chrXII:263194-263955	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR062C	YLR062C	BUD28	chrXII:263194-263955	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR063W	YLR063W	YLR063W	chrXII:264157-265255	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR064W	YLR064W	YLR064W	chrXII:265456-266278	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR065C	YLR065C	YLR065C	chrXII:266373-266919	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR066W	YLR066W	SPC3	chrXII:267169-267724	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR067C	YLR067C	PET309	chrXII:267813-270711	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR068W	YLR068W	FYV7	chrXII:271008-271464	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR069C	YLR069C	MEF1	chrXII:271630-273916	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR070C	YLR070C	XYL2	chrXII:274141-275212	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR071C	YLR071C	RGR1	chrXII:275378-278627	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR072W	YLR072W	YLR072W	chrXII:278862-280944	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR073C	YLR073C	RFU1	chrXII:281019-281622	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR074C	YLR074C	BUD20	chrXII:281956-282457	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR075W	YLR075W	RPL10	chrXII:282927-283608	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR076C	YLR076C	YLR076C	chrXII:282927-283608	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR077W	YLR077W	FMP25	chrXII:283872-285624	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR078C	YLR078C	BOS1	chrXII:285736-286560	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR079W	YLR079W	SIC1	chrXII:286820-287675	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR080W	YLR080W	EMP46	chrXII:287916-289251	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR081W	YLR081W	GAL2	chrXII:290212-291937	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR082C	YLR082C	SRL2	chrXII:292394-293573	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR083C	YLR083C	EMP70	chrXII:294091-296095	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR084C	YLR084C	RAX2	chrXII:296589-300252	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR085C	YLR085C	ARP6	chrXII:300673-301990	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR086W	YLR086W	SMC4	chrXII:302243-306500	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR087C	YLR087C	CSF1	chrXII:306855-315732	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR088W	YLR088W	GAA1	chrXII:316107-317952	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR089C	YLR089C	ALT1	chrXII:318237-320016	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR090W	YLR090W	XDJ1	chrXII:320701-322081	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR091W	YLR091W	GEP5	chrXII:322297-323179	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR092W	YLR092W	SUL2	chrXII:323544-326226	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR093C	YLR093C	NYV1	chrXII:326513-327416	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR094C	YLR094C	GIS3	chrXII:327730-329239	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR095C	YLR095C	IOC2	chrXII:329677-332116	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR096W	YLR096W	KIN2	chrXII:332590-336034	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR097C	YLR097C	HRT3	chrXII:336231-337266	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR098C	YLR098C	CHA4	chrXII:337527-339474	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR099C	YLR099C	ICT1	chrXII:339744-340929	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR099W-A	YLR099W-A	YLR099W-A	chrXII:341325-341589	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR100W	YLR100W	ERG27	chrXII:341810-342962	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR101C	YLR101C	YLR101C	chrXII:341810-342962	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR102C	YLR102C	APC9	chrXII:342970-343768	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR103C	YLR103C	CDC45	chrXII:343989-345942	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR104W	YLR104W	YLR104W	chrXII:346585-346981	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR105C	YLR105C	SEN2	chrXII:347047-348181	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR106C	YLR106C	MDN1	chrXII:349006-363739	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR107W	YLR107W	REX3	chrXII:364116-365331	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR108C	YLR108C	YLR108C	chrXII:366667-368125	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR109W	YLR109W	AHP1	chrXII:368781-369312	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR110C	YLR110C	CCW12	chrXII:369697-370099	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR111W	YLR111W	YLR111W	chrXII:370391-370724	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR112W	YLR112W	YLR112W	chrXII:370791-371211	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR113W	YLR113W	HOG1	chrXII:371620-372928	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR114C	YLR114C	AVL9	chrXII:374944-377239	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR115W	YLR115W	CFT2	chrXII:377985-380565	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR116W	YLR116W	MSL5	chrXII:380822-382253	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR117C	YLR117C	CLF1	chrXII:382471-384535	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR118C	YLR118C	YLR118C	chrXII:384725-385409	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR119W	YLR119W	SRN2	chrXII:385534-386176	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR120C	YLR120C	YPS1	chrXII:386511-388221	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR120W-A	YLR120W-A	YLR120W-A	chrXII:388672-390271	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR121C	YLR121C	YPS3	chrXII:388672-390271	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR122C	YLR122C	YLR122C	chrXII:390954-391408	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR123C	YLR123C	YLR123C	chrXII:390954-391408	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR124W	YLR124W	YLR124W	chrXII:391600-391945	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR125W	YLR125W	YLR125W	chrXII:393484-393895	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR126C	YLR126C	YLR126C	chrXII:394765-395521	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR127C	YLR127C	APC2	chrXII:395758-398320	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR128W	YLR128W	DCN1	chrXII:398530-399434	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR129W	YLR129W	DIP2	chrXII:399657-402489	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR130C	YLR130C	ZRT2	chrXII:402794-404063	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR131C	YLR131C	ACE2	chrXII:404510-406823	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR132C	YLR132C	YLR132C	chrXII:407283-408156	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR133W	YLR133W	CKI1	chrXII:408445-410194	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR134W	YLR134W	PDC5	chrXII:410723-412415	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR135W	YLR135W	SLX4	chrXII:413281-415528	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR136C	YLR136C	TIS11	chrXII:415801-416659	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR137W	YLR137W	YLR137W	chrXII:417006-418110	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR138W	YLR138W	NHA1	chrXII:418437-421395	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR139C	YLR139C	SLS1	chrXII:421542-423474	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR140W	YLR140W	YLR140W	chrXII:423474-424775	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR141W	YLR141W	RRN5	chrXII:423474-424775	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR142W	YLR142W	PUT1	chrXII:425186-426617	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR143W	YLR143W	YLR143W	chrXII:427329-429387	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR144C	YLR144C	ACF2	chrXII:429677-432017	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR145W	YLR145W	RMP1	chrXII:432168-432774	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR146C	YLR146C	SPE4	chrXII:432823-433726	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR146W-A	YLR146W-A	YLR146W-A	chrXII:433870-434059	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR147C	YLR147C	SMD3	chrXII:434158-434464	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR148W	YLR148W	PEP3	chrXII:434641-437398	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR149C	YLR149C	YLR149C	chrXII:437631-439824	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR149C-A	YLR149C-A	YLR149C-A	chrXII:440370-440457	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR150W	YLR150W	STM1	chrXII:440467-441289	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR151C	YLR151C	PCD1	chrXII:441715-442738	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR152C	YLR152C	YLR152C	chrXII:442958-444689	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR153C	YLR153C	ACS2	chrXII:445524-447576	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR154C	YLR154C	RNH203	chrXII:447982-448315	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR154C-G	YLR154C-G	YLR154C-G	chrXII:460923-466870	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YLR154C-H	YLR154C-H	YLR154C-H	chrXII:468813-468959	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR154W-A	YLR154W-A	YLR154W-A	chrXII:451786-457733	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR154W-B	YLR154W-B	YLR154W-B	chrXII:451786-457733	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR154W-C	YLR154W-C	TAR1	chrXII:451786-457733	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR154W-E	YLR154W-E	YLR154W-E	chrXII:451786-457733	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR154W-F	YLR154W-F	YLR154W-F	chrXII:451786-457733	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR155C	YLR155C	ASP3-1	chrXII:469317-470406	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR156C-A	YLR156C-A	YLR156C-A	chrXII:472465-472611	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR156W	YLR156W	YLR156W	chrXII:472113-472458	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR157C	YLR157C	ASP3-2	chrXII:472969-474058	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR157C-A	YLR157C-A	YLR157C-A	chrXII:476333-481602	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YLR157C-B	YLR157C-B	YLR157C-B	chrXII:476333-481602	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR157C-C	YLR157C-C	YLR157C-C	chrXII:482045-482191	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR157W-D	YLR157W-D	YLR157W-D	chrXII:475764-475977	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR157W-E	YLR157W-E	YLR157W-E	chrXII:481873-482038	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR158C	YLR158C	ASP3-3	chrXII:482549-483638	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR159C-A	YLR159C-A	YLR159C-A	chrXII:485697-485843	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR159W	YLR159W	YLR159W	chrXII:485345-485690	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR160C	YLR160C	ASP3-4	chrXII:486201-487290	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR161W	YLR161W	YLR161W	chrXII:488997-489342	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR162W	YLR162W	YLR162W	chrXII:489573-489930	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR162W-A	YLR162W-A	RRT15	chrXII:490406-490595	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR163C	YLR163C	MAS1	chrXII:491867-493256	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR163W-A	YLR163W-A	YLR163W-A	chrXII:491867-493256	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR164W	YLR164W	YLR164W	chrXII:493884-494391	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR165C	YLR165C	PUS5	chrXII:494495-495260	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR166C	YLR166C	SEC10	chrXII:495430-498046	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR167W	YLR167W	RPS31	chrXII:498948-499407	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR168C	YLR168C	UPS2	chrXII:499579-500272	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR169W	YLR169W	YLR169W	chrXII:500336-501124	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR170C	YLR170C	APS1	chrXII:500336-501124	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR171W	YLR171W	YLR171W	chrXII:500336-501124	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR172C	YLR172C	DPH5	chrXII:501261-502164	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR173W	YLR173W	YLR173W	chrXII:502422-504249	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR174W	YLR174W	IDP2	chrXII:504592-505831	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR175W	YLR175W	CBF5	chrXII:506135-507587	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR176C	YLR176C	RFX1	chrXII:507798-510234	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR177W	YLR177W	YLR177W	chrXII:511055-512942	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR178C	YLR178C	TFS1	chrXII:513163-513823	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR179C	YLR179C	YLR179C	chrXII:514109-514715	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR180W	YLR180W	SAM1	chrXII:515263-516412	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR181C	YLR181C	VTA1	chrXII:516679-517672	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR182W	YLR182W	SWI6	chrXII:517941-520353	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR183C	YLR183C	TOS4	chrXII:520544-522014	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR184W	YLR184W	YLR184W	chrXII:522107-522455	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR185W	YLR185W	RPL37A	chrXII:522664-523290	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR186W	YLR186W	EMG1	chrXII:523633-524392	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR187W	YLR187W	SKG3	chrXII:524866-527947	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR188W	YLR188W	MDL1	chrXII:528301-530389	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR189C	YLR189C	ATG26	chrXII:530798-534395	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR190W	YLR190W	MMR1	chrXII:535215-536691	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR191W	YLR191W	PEX13	chrXII:537273-538434	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR192C	YLR192C	HCR1	chrXII:538793-539591	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR193C	YLR193C	UPS1	chrXII:540010-540538	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR194C	YLR194C	YLR194C	chrXII:540810-541575	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR195C	YLR195C	NMT1	chrXII:541938-543306	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR196W	YLR196W	PWP1	chrXII:543969-545700	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR197W	YLR197W	NOP56	chrXII:546098-547647	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR198C	YLR198C	YLR198C	chrXII:546098-547647	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR199C	YLR199C	PBA1	chrXII:547854-548771	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR200W	YLR200W	YKE2	chrXII:549013-549358	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR201C	YLR201C	COQ9	chrXII:549512-550638	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR202C	YLR202C	YLR202C	chrXII:549512-550638	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR203C	YLR203C	MSS51	chrXII:550651-551962	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR204W	YLR204W	QRI5	chrXII:552271-552607	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR205C	YLR205C	HMX1	chrXII:552725-553679	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR206W	YLR206W	ENT2	chrXII:554579-556421	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR207W	YLR207W	HRD3	chrXII:556789-559291	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR208W	YLR208W	SEC13	chrXII:559552-560446	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR209C	YLR209C	PNP1	chrXII:560798-561734	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR210W	YLR210W	CLB4	chrXII:562009-563392	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR211C	YLR211C	YLR211C	chrXII:563793-564533	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR212C	YLR212C	TUB4	chrXII:564861-566283	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR213C	YLR213C	CRR1	chrXII:566655-567924	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR214W	YLR214W	FRE1	chrXII:568568-570629	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR215C	YLR215C	CDC123	chrXII:570777-571860	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR216C	YLR216C	CPR6	chrXII:572097-573234	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR217W	YLR217W	YLR217W	chrXII:572097-573234	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR218C	YLR218C	YLR218C	chrXII:573467-573920	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR219W	YLR219W	MSC3	chrXII:574152-576339	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR220W	YLR220W	CCC1	chrXII:576826-577795	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR221C	YLR221C	RSA3	chrXII:578363-579026	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR222C	YLR222C	UTP13	chrXII:579319-581773	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR222C-A	YLR222C-A	YLR222C-A	chrXII:582007-585492	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR223C	YLR223C	IFH1	chrXII:582007-585492	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR224W	YLR224W	YLR224W	chrXII:586465-587575	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR225C	YLR225C	YLR225C	chrXII:587696-588920	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR226W	YLR226W	BUR2	chrXII:589355-590543	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR227C	YLR227C	ADY4	chrXII:590563-592045	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR227W-A	YLR227W-A	YLR227W-A	chrXII:593439-598708	Batch	Chem	LOWDATA	0	0	0	0	1	1	no
YLR227W-B	YLR227W-B	YLR227W-B	chrXII:593439-598708	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR228C	YLR228C	ECM22	chrXII:600020-602465	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR229C	YLR229C	CDC42	chrXII:604213-604881	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR230W	YLR230W	YLR230W	chrXII:604213-604881	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR231C	YLR231C	BNA5	chrXII:605759-607179	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR232W	YLR232W	YLR232W	chrXII:605759-607179	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR233C	YLR233C	EST1	chrXII:607426-609526	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR234W	YLR234W	TOP3	chrXII:609784-612119	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR235C	YLR235C	YLR235C	chrXII:609784-612119	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR236C	YLR236C	YLR236C	chrXII:609784-612119	Batch	Chem	NOTEST	0	0	0	0	1	1	no
YLR237W	YLR237W	THI7	chrXII:612368-614165	Batch	Chem	NOTEST	0	0	0	0	1	1	no
